"Year","University","Program","Qualification","Count"
2007,"NIP","BCO","B1P",104
2007,"NIP","CSC","B1P",10
2007,"NIP","EDU","B1P",994
2007,"NIP","EDU","MDE",81
2007,"NIP","FAA","B1P",13
2007,"NIP","HUM","B1P",222
2007,"NIP","MAT","B1P",21
2007,"NIP","NUR","B1P",38
2007,"NIP","OAS","B1P",37
2007,"NIP","SSC","B1P",370
2006,"NIP","ABS","B1P",20
2006,"NIP","BCO","B1P",59
2006,"NIP","CSC","B1P",3
2006,"NIP","EDU","B1P",764
2006,"NIP","EDU","MDE",66
2006,"NIP","FAA","B1P",18
2006,"NIP","HUM","B1P",160
2006,"NIP","MAT","B1P",4
2006,"NIP","NUR","B1P",22
2006,"NIP","OAS","B1P",58
2006,"NIP","SSC","B1P",282
2005,"NIP","ABS","B1P",8
2005,"NIP","BCO","B1P",66
2005,"NIP","CSC","B1P",4
2005,"NIP","EDU","B1P",737
2005,"NIP","EDU","MDE",44
2005,"NIP","FAA","B1P",8
2005,"NIP","HUM","B1P",104
2005,"NIP","MAT","B1P",8
2005,"NIP","NUR","B1P",9
2005,"NIP","OAS","B1P",67
2005,"NIP","SSC","B1P",219
2015,"OCA","FAA","B1P",813
2015,"OCA","FAA","MDE",88
2014,"OCA","FAA","B1P",707
2014,"OCA","FAA","MDE",88
2013,"OCA","FAA","B1P",708
2013,"OCA","FAA","MDE",50
2012,"OCA","FAA","B1P",653
2012,"OCA","FAA","MDE",41
2011,"OCA","FAA","B1P",658
2011,"OCA","FAA","MDE",26
2010,"OCA","FAA","B1P",616
2010,"OCA","FAA","MDE",16
2009,"OCA","FAA","B1P",563
2008,"OCA","FAA","B1P",638
2007,"OCA","FAA","B1P",685
2006,"OCA","FAA","B1P",535
2005,"OCA","FAA","B1P",450
2015,"OTT","ABS","B1P",468
2015,"OTT","ABS","MDE",22
2015,"OTT","ABS","DDE",9
2015,"OTT","BCO","B1P",659
2015,"OTT","BCO","MDE",161
2015,"OTT","CSC","B1P",40
2015,"OTT","CSC","MDE",76
2015,"OTT","CSC","DDE",10
2015,"OTT","EDU","B1P",1229
2015,"OTT","EDU","MDE",211
2015,"OTT","EDU","DDE",12
2015,"OTT","ENG","B1P",374
2015,"OTT","ENG","MDE",492
2015,"OTT","ENG","DDE",25
2015,"OTT","FAA","B1P",103
2015,"OTT","FAA","MDE",35
2015,"OTT","FSN","B1P",44
2015,"OTT","HUM","B1P",671
2015,"OTT","HUM","MDE",132
2015,"OTT","HUM","DDE",24
2015,"OTT","JOU","B1P",17
2015,"OTT","KRP","B1P",238
2015,"OTT","KRP","MDE",52
2015,"OTT","KRP","DDE",8
2015,"OTT","LAW","B1P",615
2015,"OTT","LAW","MDE",56
2015,"OTT","LAW","DDE",7
2015,"OTT","MAT","B1P",29
2015,"OTT","MAT","MDE",14
2015,"OTT","MAT","DDE",6
2015,"OTT","MED","B1P",164
2015,"OTT","MED","MDE",46
2015,"OTT","MED","DDE",40
2015,"OTT","NUR","B1P",360
2015,"OTT","NUR","MDE",43
2015,"OTT","OAS","B1P",649
2015,"OTT","OHP","B1P",196
2015,"OTT","OHP","MDE",37
2015,"OTT","OHP","DDE",11
2015,"OTT","PSC","B1P",86
2015,"OTT","PSC","MDE",34
2015,"OTT","PSC","DDE",19
2015,"OTT","SSC","B1P",1507
2015,"OTT","SSC","MDE",298
2015,"OTT","SSC","DDE",32
2015,"OTT","TRE","MDE",106
2014,"OTT","ABS","B1P",431
2014,"OTT","ABS","MDE",29
2014,"OTT","ABS","DDE",15
2014,"OTT","BCO","B1P",644
2014,"OTT","BCO","MDE",148
2014,"OTT","CSC","B1P",34
2014,"OTT","CSC","MDE",45
2014,"OTT","CSC","DDE",9
2014,"OTT","EDU","B1P",1235
2014,"OTT","EDU","MDE",260
2014,"OTT","EDU","DDE",15
2014,"OTT","ENG","B1P",363
2014,"OTT","ENG","MDE",414
2014,"OTT","ENG","DDE",39
2014,"OTT","FAA","B1P",137
2014,"OTT","FAA","MDE",39
2014,"OTT","FSN","B1P",38
2014,"OTT","HUM","B1P",683
2014,"OTT","HUM","MDE",155
2014,"OTT","HUM","DDE",24
2014,"OTT","JOU","B1P",21
2014,"OTT","KRP","B1P",201
2014,"OTT","KRP","MDE",61
2014,"OTT","KRP","DDE",8
2014,"OTT","LAW","B1P",660
2014,"OTT","LAW","MDE",54
2014,"OTT","LAW","DDE",11
2014,"OTT","MAT","B1P",40
2014,"OTT","MAT","MDE",16
2014,"OTT","MAT","DDE",6
2014,"OTT","MED","B1P",158
2014,"OTT","MED","MDE",55
2014,"OTT","MED","DDE",27
2014,"OTT","NUR","B1P",388
2014,"OTT","NUR","MDE",52
2014,"OTT","OAS","B1P",709
2014,"OTT","OHP","B1P",250
2014,"OTT","OHP","MDE",31
2014,"OTT","OHP","DDE",7
2014,"OTT","PSC","B1P",87
2014,"OTT","PSC","MDE",36
2014,"OTT","PSC","DDE",26
2014,"OTT","SSC","B1P",1573
2014,"OTT","SSC","MDE",342
2014,"OTT","SSC","DDE",49
2014,"OTT","TRE","MDE",103
2013,"OTT","ABS","B1P",374
2013,"OTT","ABS","MDE",28
2013,"OTT","ABS","DDE",6
2013,"OTT","BCO","B1P",594
2013,"OTT","BCO","MDE",136
2013,"OTT","CSC","B1P",49
2013,"OTT","CSC","MDE",47
2013,"OTT","CSC","DDE",14
2013,"OTT","EDU","B1P",1270
2013,"OTT","EDU","MDE",214
2013,"OTT","EDU","DDE",18
2013,"OTT","ENG","B1P",286
2013,"OTT","ENG","MDE",230
2013,"OTT","ENG","DDE",21
2013,"OTT","FAA","B1P",120
2013,"OTT","FAA","MDE",40
2013,"OTT","FSN","B1P",38
2013,"OTT","HUM","B1P",764
2013,"OTT","HUM","MDE",163
2013,"OTT","HUM","DDE",35
2013,"OTT","JOU","B1P",26
2013,"OTT","KRP","B1P",219
2013,"OTT","KRP","MDE",61
2013,"OTT","KRP","DDE",11
2013,"OTT","LAW","B1P",701
2013,"OTT","LAW","MDE",40
2013,"OTT","LAW","DDE",6
2013,"OTT","MAT","B1P",30
2013,"OTT","MAT","MDE",16
2013,"OTT","MED","B1P",153
2013,"OTT","MED","MDE",71
2013,"OTT","MED","DDE",41
2013,"OTT","NUR","B1P",389
2013,"OTT","NUR","MDE",50
2013,"OTT","OAS","B1P",591
2013,"OTT","OHP","B1P",202
2013,"OTT","OHP","MDE",18
2013,"OTT","OHP","DDE",12
2013,"OTT","PSC","B1P",87
2013,"OTT","PSC","MDE",26
2013,"OTT","PSC","DDE",18
2013,"OTT","SSC","B1P",1570
2013,"OTT","SSC","MDE",345
2013,"OTT","SSC","DDE",50
2013,"OTT","TRE","MDE",105
2012,"OTT","ABS","B1P",395
2012,"OTT","ABS","MDE",27
2012,"OTT","ABS","DDE",5
2012,"OTT","BCO","B1P",604
2012,"OTT","BCO","MDE",117
2012,"OTT","CSC","B1P",36
2012,"OTT","CSC","MDE",28
2012,"OTT","CSC","DDE",13
2012,"OTT","EDU","B1P",1334
2012,"OTT","EDU","MDE",193
2012,"OTT","EDU","DDE",10
2012,"OTT","ENG","B1P",254
2012,"OTT","ENG","MDE",165
2012,"OTT","ENG","DDE",27
2012,"OTT","FAA","B1P",144
2012,"OTT","FAA","MDE",41
2012,"OTT","FSN","B1P",30
2012,"OTT","HUM","B1P",744
2012,"OTT","HUM","MDE",153
2012,"OTT","HUM","DDE",30
2012,"OTT","JOU","B1P",4
2012,"OTT","KRP","B1P",145
2012,"OTT","KRP","MDE",50
2012,"OTT","KRP","DDE",5
2012,"OTT","LAW","B1P",646
2012,"OTT","LAW","MDE",52
2012,"OTT","LAW","DDE",4
2012,"OTT","MAT","B1P",25
2012,"OTT","MAT","MDE",19
2012,"OTT","MAT","DDE",10
2012,"OTT","MED","B1P",161
2012,"OTT","MED","MDE",61
2012,"OTT","MED","DDE",27
2012,"OTT","NUR","B1P",416
2012,"OTT","NUR","MDE",45
2012,"OTT","OAS","B1P",574
2012,"OTT","OHP","B1P",220
2012,"OTT","OHP","MDE",17
2012,"OTT","OHP","DDE",8
2012,"OTT","PSC","B1P",87
2012,"OTT","PSC","MDE",33
2012,"OTT","PSC","DDE",19
2012,"OTT","SSC","B1P",1417
2012,"OTT","SSC","MDE",338
2012,"OTT","SSC","DDE",36
2012,"OTT","TRE","MDE",100
2011,"OTT","ABS","B1P",385
2011,"OTT","ABS","MDE",32
2011,"OTT","ABS","DDE",12
2011,"OTT","BCO","B1P",622
2011,"OTT","BCO","MDE",128
2011,"OTT","CSC","B1P",25
2011,"OTT","CSC","MDE",41
2011,"OTT","CSC","DDE",12
2011,"OTT","EDU","B1P",1351
2011,"OTT","EDU","MDE",202
2011,"OTT","EDU","DDE",16
2011,"OTT","ENG","B1P",252
2011,"OTT","ENG","MDE",128
2011,"OTT","ENG","DDE",24
2011,"OTT","FAA","B1P",125
2011,"OTT","FAA","MDE",31
2011,"OTT","FSN","B1P",27
2011,"OTT","HUM","B1P",712
2011,"OTT","HUM","MDE",157
2011,"OTT","HUM","DDE",32
2011,"OTT","JOU","B1P",18
2011,"OTT","KRP","B1P",239
2011,"OTT","KRP","MDE",53
2011,"OTT","KRP","DDE",2
2011,"OTT","LAW","B1P",558
2011,"OTT","LAW","MDE",42
2011,"OTT","LAW","DDE",5
2011,"OTT","MAT","B1P",23
2011,"OTT","MAT","MDE",10
2011,"OTT","MAT","DDE",3
2011,"OTT","MED","B1P",158
2011,"OTT","MED","MDE",68
2011,"OTT","MED","DDE",32
2011,"OTT","NUR","B1P",420
2011,"OTT","NUR","MDE",35
2011,"OTT","NUR","DDE",8
2011,"OTT","OAS","B1P",557
2011,"OTT","OHP","B1P",247
2011,"OTT","OHP","MDE",22
2011,"OTT","OHP","DDE",5
2011,"OTT","PSC","B1P",90
2011,"OTT","PSC","MDE",33
2011,"OTT","PSC","DDE",17
2011,"OTT","SSC","B1P",1322
2011,"OTT","SSC","MDE",284
2011,"OTT","SSC","DDE",39
2011,"OTT","TRE","MDE",96
2010,"OTT","ABS","B1P",360
2010,"OTT","ABS","MDE",22
2010,"OTT","ABS","DDE",8
2010,"OTT","BCO","B1P",595
2010,"OTT","BCO","MDE",129
2010,"OTT","CSC","B1P",33
2010,"OTT","CSC","MDE",30
2010,"OTT","CSC","DDE",12
2010,"OTT","EDU","B1P",1257
2010,"OTT","EDU","MDE",180
2010,"OTT","EDU","DDE",13
2010,"OTT","ENG","B1P",286
2010,"OTT","ENG","MDE",116
2010,"OTT","ENG","DDE",22
2010,"OTT","FAA","B1P",109
2010,"OTT","FAA","MDE",44
2010,"OTT","HUM","B1P",701
2010,"OTT","HUM","MDE",142
2010,"OTT","HUM","DDE",27
2010,"OTT","JOU","B1P",14
2010,"OTT","KRP","B1P",201
2010,"OTT","KRP","MDE",40
2010,"OTT","LAW","B1P",510
2010,"OTT","LAW","MDE",42
2010,"OTT","LAW","DDE",3
2010,"OTT","MAT","B1P",20
2010,"OTT","MAT","MDE",11
2010,"OTT","MAT","DDE",7
2010,"OTT","MED","B1P",154
2010,"OTT","MED","MDE",66
2010,"OTT","MED","DDE",36
2010,"OTT","NUR","B1P",405
2010,"OTT","NUR","MDE",45
2010,"OTT","NUR","DDE",4
2010,"OTT","OAS","B1P",631
2010,"OTT","OHP","B1P",259
2010,"OTT","OHP","MDE",18
2010,"OTT","OHP","DDE",5
2010,"OTT","PSC","B1P",66
2010,"OTT","PSC","MDE",46
2010,"OTT","PSC","DDE",17
2010,"OTT","SSC","B1P",1235
2010,"OTT","SSC","MDE",259
2010,"OTT","SSC","DDE",23
2010,"OTT","TRE","MDE",83
2009,"OTT","ABS","B1P",388
2009,"OTT","ABS","MDE",20
2009,"OTT","ABS","DDE",13
2009,"OTT","BCO","B1P",534
2009,"OTT","BCO","MDE",136
2009,"OTT","CSC","B1P",44
2009,"OTT","CSC","MDE",38
2009,"OTT","CSC","DDE",8
2009,"OTT","EDU","B1P",1254
2009,"OTT","EDU","MDE",157
2009,"OTT","EDU","DDE",8
2009,"OTT","ENG","B1P",317
2009,"OTT","ENG","MDE",91
2009,"OTT","ENG","DDE",26
2009,"OTT","FAA","B1P",110
2009,"OTT","FAA","MDE",30
2009,"OTT","HUM","B1P",656
2009,"OTT","HUM","MDE",197
2009,"OTT","HUM","DDE",41
2009,"OTT","JOU","B1P",39
2009,"OTT","KRP","B1P",208
2009,"OTT","KRP","MDE",48
2009,"OTT","LAW","B1P",494
2009,"OTT","LAW","MDE",45
2009,"OTT","LAW","DDE",1
2009,"OTT","MAT","B1P",32
2009,"OTT","MAT","MDE",14
2009,"OTT","MAT","DDE",5
2009,"OTT","MED","B1P",158
2009,"OTT","MED","MDE",61
2009,"OTT","MED","DDE",35
2009,"OTT","NUR","B1P",364
2009,"OTT","NUR","MDE",25
2009,"OTT","NUR","DDE",2
2009,"OTT","OAS","B1P",687
2009,"OTT","OHP","B1P",163
2009,"OTT","OHP","MDE",15
2009,"OTT","OHP","DDE",8
2009,"OTT","PSC","B1P",56
2009,"OTT","PSC","MDE",27
2009,"OTT","PSC","DDE",20
2009,"OTT","SSC","B1P",1149
2009,"OTT","SSC","MDE",224
2009,"OTT","SSC","DDE",24
2009,"OTT","THE","B1P",22
2009,"OTT","THE","MDE",50
2009,"OTT","THE","DDE",10
2009,"OTT","TRE","B1P",76
2009,"OTT","TRE","MDE",80
2008,"OTT","ABS","B1P",387
2008,"OTT","ABS","MDE",15
2008,"OTT","ABS","DDE",10
2008,"OTT","BCO","B1P",631
2008,"OTT","BCO","MDE",126
2008,"OTT","CSC","B1P",48
2008,"OTT","CSC","MDE",49
2008,"OTT","CSC","DDE",12
2008,"OTT","EDU","B1P",1236
2008,"OTT","EDU","MDE",147
2008,"OTT","EDU","DDE",12
2008,"OTT","ENG","B1P",426
2008,"OTT","ENG","MDE",121
2008,"OTT","ENG","DDE",34
2008,"OTT","FAA","B1P",98
2008,"OTT","FAA","MDE",20
2008,"OTT","HUM","B1P",582
2008,"OTT","HUM","MDE",178
2008,"OTT","HUM","DDE",30
2008,"OTT","JOU","B1P",29
2008,"OTT","KRP","B1P",216
2008,"OTT","KRP","MDE",58
2008,"OTT","LAW","B1P",521
2008,"OTT","LAW","MDE",44
2008,"OTT","LAW","DDE",3
2008,"OTT","MAT","B1P",27
2008,"OTT","MAT","MDE",11
2008,"OTT","MAT","DDE",12
2008,"OTT","MED","B1P",137
2008,"OTT","MED","MDE",46
2008,"OTT","MED","DDE",34
2008,"OTT","NUR","B1P",333
2008,"OTT","NUR","MDE",22
2008,"OTT","NUR","DDE",1
2008,"OTT","OAS","B1P",828
2008,"OTT","OHP","B1P",139
2008,"OTT","OHP","MDE",14
2008,"OTT","OHP","DDE",1
2008,"OTT","PSC","B1P",70
2008,"OTT","PSC","MDE",22
2008,"OTT","PSC","DDE",11
2008,"OTT","SSC","B1P",1036
2008,"OTT","SSC","MDE",151
2008,"OTT","SSC","DDE",23
2008,"OTT","THE","B1P",6
2008,"OTT","THE","MDE",35
2008,"OTT","THE","DDE",4
2008,"OTT","TRE","B1P",76
2008,"OTT","TRE","MDE",24
2007,"OTT","ABS","B1P",378
2007,"OTT","ABS","MDE",17
2007,"OTT","ABS","DDE",7
2007,"OTT","BCO","B1P",589
2007,"OTT","BCO","MDE",158
2007,"OTT","CSC","B1P",58
2007,"OTT","CSC","MDE",42
2007,"OTT","CSC","DDE",5
2007,"OTT","EDU","B1P",1181
2007,"OTT","EDU","MDE",148
2007,"OTT","EDU","DDE",13
2007,"OTT","ENG","B1P",394
2007,"OTT","ENG","MDE",133
2007,"OTT","ENG","DDE",24
2007,"OTT","FAA","B1P",133
2007,"OTT","FAA","MDE",25
2007,"OTT","HUM","B1P",618
2007,"OTT","HUM","MDE",108
2007,"OTT","HUM","DDE",25
2007,"OTT","JOU","B1P",27
2007,"OTT","KRP","B1P",241
2007,"OTT","KRP","MDE",40
2007,"OTT","LAW","B1P",415
2007,"OTT","LAW","MDE",31
2007,"OTT","LAW","DDE",2
2007,"OTT","MAT","B1P",23
2007,"OTT","MAT","MDE",7
2007,"OTT","MAT","DDE",1
2007,"OTT","MED","B1P",138
2007,"OTT","MED","MDE",47
2007,"OTT","MED","DDE",28
2007,"OTT","NUR","B1P",358
2007,"OTT","NUR","MDE",15
2007,"OTT","OAS","B1P",1026
2007,"OTT","OHP","B1P",101
2007,"OTT","OHP","MDE",21
2007,"OTT","OHP","DDE",4
2007,"OTT","PSC","B1P",53
2007,"OTT","PSC","MDE",15
2007,"OTT","PSC","DDE",29
2007,"OTT","SSC","B1P",915
2007,"OTT","SSC","MDE",137
2007,"OTT","SSC","DDE",21
2007,"OTT","TRE","B1P",93
2007,"OTT","TRE","MDE",22
2006,"OTT","ABS","B1P",233
2006,"OTT","ABS","MDE",18
2006,"OTT","ABS","DDE",6
2006,"OTT","BCO","B1P",498
2006,"OTT","BCO","MDE",142
2006,"OTT","CSC","B1P",64
2006,"OTT","CSC","MDE",79
2006,"OTT","CSC","DDE",11
2006,"OTT","EDU","B1P",1131
2006,"OTT","EDU","MDE",163
2006,"OTT","EDU","DDE",5
2006,"OTT","ENG","B1P",410
2006,"OTT","ENG","MDE",156
2006,"OTT","ENG","DDE",25
2006,"OTT","FAA","B1P",108
2006,"OTT","FAA","MDE",11
2006,"OTT","HUM","B1P",498
2006,"OTT","HUM","MDE",132
2006,"OTT","HUM","DDE",31
2006,"OTT","JOU","B1P",12
2006,"OTT","KRP","B1P",200
2006,"OTT","KRP","MDE",33
2006,"OTT","LAW","B1P",407
2006,"OTT","LAW","MDE",29
2006,"OTT","LAW","DDE",2
2006,"OTT","MAT","B1P",29
2006,"OTT","MAT","MDE",13
2006,"OTT","MAT","DDE",4
2006,"OTT","MED","B1P",140
2006,"OTT","MED","MDE",46
2006,"OTT","MED","DDE",19
2006,"OTT","NUR","B1P",302
2006,"OTT","NUR","MDE",21
2006,"OTT","OAS","B1P",1254
2006,"OTT","OHP","B1P",15
2006,"OTT","OHP","MDE",12
2006,"OTT","OHP","DDE",1
2006,"OTT","PSC","B1P",41
2006,"OTT","PSC","MDE",24
2006,"OTT","PSC","DDE",19
2006,"OTT","SSC","B1P",579
2006,"OTT","SSC","MDE",97
2006,"OTT","SSC","DDE",18
2006,"OTT","THE","B1P",5
2006,"OTT","THE","MDE",49
2006,"OTT","THE","DDE",3
2006,"OTT","TRE","B1P",92
2006,"OTT","TRE","MDE",21
2005,"OTT","ABS","B1P",185
2005,"OTT","ABS","MDE",28
2005,"OTT","ABS","DDE",6
2005,"OTT","BCO","B1P",503
2005,"OTT","BCO","MDE",148
2005,"OTT","CSC","B1P",64
2005,"OTT","CSC","MDE",72
2005,"OTT","CSC","DDE",4
2005,"OTT","EDU","B1P",1035
2005,"OTT","EDU","MDE",157
2005,"OTT","EDU","DDE",9
2005,"OTT","ENG","B1P",370
2005,"OTT","ENG","MDE",141
2005,"OTT","ENG","DDE",12
2005,"OTT","FAA","B1P",97
2005,"OTT","FAA","MDE",19
2005,"OTT","HUM","B1P",480
2005,"OTT","HUM","MDE",144
2005,"OTT","HUM","DDE",20
2005,"OTT","JOU","B1P",8
2005,"OTT","KRP","B1P",147
2005,"OTT","KRP","MDE",33
2005,"OTT","LAW","B1P",386
2005,"OTT","LAW","MDE",29
2005,"OTT","LAW","DDE",3
2005,"OTT","MAT","B1P",10
2005,"OTT","MAT","MDE",7
2005,"OTT","MAT","DDE",1
2005,"OTT","MED","B1P",129
2005,"OTT","MED","MDE",36
2005,"OTT","MED","DDE",22
2005,"OTT","NUR","B1P",295
2005,"OTT","NUR","MDE",18
2005,"OTT","OAS","B1P",1273
2005,"OTT","OHP","B1P",6
2005,"OTT","OHP","MDE",16
2005,"OTT","OHP","DDE",2
2005,"OTT","PSC","B1P",44
2005,"OTT","PSC","MDE",22
2005,"OTT","PSC","DDE",14
2005,"OTT","SSC","B1P",442
2005,"OTT","SSC","MDE",119
2005,"OTT","SSC","DDE",22
2005,"OTT","THE","B1P",4
2005,"OTT","THE","MDE",60
2005,"OTT","THE","DDE",6
2005,"OTT","TRE","B1P",77
2005,"OTT","TRE","MDE",21
2015,"QUE","ABS","B1P",494
2015,"QUE","ABS","MDE",20
2015,"QUE","ABS","DDE",12
2015,"QUE","BCO","B1P",426
2015,"QUE","BCO","MDE",748
2015,"QUE","BCO","DDE",8
2015,"QUE","CSC","B1P",81
2015,"QUE","CSC","MDE",21
2015,"QUE","CSC","DDE",8
2015,"QUE","EDU","B1P",798
2015,"QUE","EDU","MDE",27
2015,"QUE","EDU","DDE",9
2015,"QUE","ENG","B1P",597
2015,"QUE","ENG","MDE",132
2015,"QUE","ENG","DDE",61
2015,"QUE","FAA","B1P",174
2015,"QUE","FAA","MDE",22
2015,"QUE","HUM","B1P",476
2015,"QUE","HUM","MDE",73
2015,"QUE","HUM","DDE",28
2015,"QUE","KRP","B1P",138
2015,"QUE","KRP","MDE",13
2015,"QUE","LAW","B1P",181
2015,"QUE","LAW","MDE",9
2015,"QUE","MAT","B1P",32
2015,"QUE","MAT","MDE",13
2015,"QUE","MED","B1P",98
2015,"QUE","MED","MDE",43
2015,"QUE","MED","DDE",22
2015,"QUE","NUR","B1P",115
2015,"QUE","NUR","MDE",13
2015,"QUE","OHP","MDE",70
2015,"QUE","PSC","B1P",63
2015,"QUE","PSC","MDE",17
2015,"QUE","PSC","DDE",9
2015,"QUE","SSC","B1P",825
2015,"QUE","SSC","MDE",239
2015,"QUE","SSC","DDE",42
2015,"QUE","THE","B1P",6
2015,"QUE","TRE","MDE",159
2014,"QUE","ABS","B1P",494
2014,"QUE","ABS","MDE",17
2014,"QUE","ABS","DDE",9
2014,"QUE","BCO","B1P",347
2014,"QUE","BCO","MDE",700
2014,"QUE","BCO","DDE",8
2014,"QUE","CSC","B1P",44
2014,"QUE","CSC","MDE",21
2014,"QUE","CSC","DDE",18
2014,"QUE","EDU","B1P",712
2014,"QUE","EDU","MDE",37
2014,"QUE","EDU","DDE",7
2014,"QUE","ENG","B1P",598
2014,"QUE","ENG","MDE",128
2014,"QUE","ENG","DDE",45
2014,"QUE","FAA","B1P",205
2014,"QUE","FAA","MDE",21
2014,"QUE","HUM","B1P",459
2014,"QUE","HUM","MDE",54
2014,"QUE","HUM","DDE",23
2014,"QUE","KRP","B1P",111
2014,"QUE","KRP","MDE",24
2014,"QUE","LAW","B1P",179
2014,"QUE","MAT","B1P",42
2014,"QUE","MAT","MDE",6
2014,"QUE","MED","B1P",103
2014,"QUE","MED","MDE",42
2014,"QUE","MED","DDE",24
2014,"QUE","NUR","B1P",120
2014,"QUE","NUR","MDE",8
2014,"QUE","OHP","MDE",50
2014,"QUE","PSC","B1P",71
2014,"QUE","PSC","MDE",13
2014,"QUE","PSC","DDE",12
2014,"QUE","SSC","B1P",801
2014,"QUE","SSC","MDE",250
2014,"QUE","SSC","DDE",37
2014,"QUE","THE","B1P",10
2014,"QUE","THE","MDE",7
2014,"QUE","TRE","MDE",138
2013,"QUE","ABS","B1P",516
2013,"QUE","ABS","MDE",20
2013,"QUE","ABS","DDE",18
2013,"QUE","BCO","B1P",314
2013,"QUE","BCO","MDE",734
2013,"QUE","BCO","DDE",10
2013,"QUE","CSC","B1P",50
2013,"QUE","CSC","MDE",21
2013,"QUE","CSC","DDE",13
2013,"QUE","EDU","B1P",689
2013,"QUE","EDU","MDE",34
2013,"QUE","EDU","DDE",15
2013,"QUE","ENG","B1P",642
2013,"QUE","ENG","MDE",132
2013,"QUE","ENG","DDE",51
2013,"QUE","FAA","B1P",191
2013,"QUE","FAA","MDE",27
2013,"QUE","FAA","DDE",8
2013,"QUE","HUM","B1P",469
2013,"QUE","HUM","MDE",58
2013,"QUE","HUM","DDE",24
2013,"QUE","KRP","B1P",105
2013,"QUE","KRP","MDE",14
2013,"QUE","KRP","DDE",7
2013,"QUE","LAW","B1P",181
2013,"QUE","LAW","MDE",7
2013,"QUE","MAT","B1P",39
2013,"QUE","MAT","MDE",12
2013,"QUE","MAT","DDE",8
2013,"QUE","MED","B1P",99
2013,"QUE","MED","MDE",50
2013,"QUE","MED","DDE",17
2013,"QUE","NUR","B1P",112
2013,"QUE","NUR","MDE",8
2013,"QUE","NUR","DDE",6
2013,"QUE","OHP","MDE",42
2013,"QUE","PSC","B1P",80
2013,"QUE","PSC","MDE",8
2013,"QUE","PSC","DDE",15
2013,"QUE","SSC","B1P",794
2013,"QUE","SSC","MDE",253
2013,"QUE","SSC","DDE",36
2013,"QUE","TRE","MDE",136
2012,"QUE","ABS","B1P",479
2012,"QUE","ABS","MDE",23
2012,"QUE","ABS","DDE",13
2012,"QUE","BCO","B1P",288
2012,"QUE","BCO","MDE",636
2012,"QUE","BCO","DDE",9
2012,"QUE","CSC","B1P",28
2012,"QUE","CSC","MDE",22
2012,"QUE","CSC","DDE",10
2012,"QUE","EDU","B1P",803
2012,"QUE","EDU","MDE",35
2012,"QUE","EDU","DDE",6
2012,"QUE","ENG","B1P",620
2012,"QUE","ENG","MDE",129
2012,"QUE","ENG","DDE",45
2012,"QUE","FAA","B1P",183
2012,"QUE","FAA","MDE",23
2012,"QUE","FAA","DDE",2
2012,"QUE","HUM","B1P",456
2012,"QUE","HUM","MDE",66
2012,"QUE","HUM","DDE",21
2012,"QUE","KRP","B1P",85
2012,"QUE","KRP","MDE",16
2012,"QUE","KRP","DDE",4
2012,"QUE","LAW","B1P",172
2012,"QUE","LAW","MDE",8
2012,"QUE","LAW","DDE",1
2012,"QUE","MAT","B1P",36
2012,"QUE","MAT","MDE",6
2012,"QUE","MAT","DDE",10
2012,"QUE","MED","B1P",101
2012,"QUE","MED","MDE",36
2012,"QUE","MED","DDE",13
2012,"QUE","NUR","B1P",118
2012,"QUE","NUR","MDE",10
2012,"QUE","OHP","MDE",36
2012,"QUE","OHP","DDE",2
2012,"QUE","PSC","B1P",80
2012,"QUE","PSC","MDE",11
2012,"QUE","PSC","DDE",8
2012,"QUE","SSC","B1P",757
2012,"QUE","SSC","MDE",217
2012,"QUE","SSC","DDE",26
2012,"QUE","THE","B1P",6
2012,"QUE","THE","MDE",1
2012,"QUE","TRE","MDE",136
2012,"QUE","TRE","DDE",3
2012,"QUE","NRE","B1P",1
2011,"QUE","ABS","B1P",475
2011,"QUE","ABS","MDE",29
2011,"QUE","ABS","DDE",14
2011,"QUE","BCO","B1P",276
2011,"QUE","BCO","MDE",601
2011,"QUE","BCO","DDE",10
2011,"QUE","CSC","B1P",37
2011,"QUE","CSC","MDE",23
2011,"QUE","CSC","DDE",9
2011,"QUE","EDU","B1P",735
2011,"QUE","EDU","MDE",31
2011,"QUE","EDU","DDE",7
2011,"QUE","ENG","B1P",509
2011,"QUE","ENG","MDE",115
2011,"QUE","ENG","DDE",38
2011,"QUE","FAA","B1P",176
2011,"QUE","FAA","MDE",21
2011,"QUE","FAA","DDE",2
2011,"QUE","HUM","B1P",434
2011,"QUE","HUM","MDE",73
2011,"QUE","HUM","DDE",28
2011,"QUE","KRP","B1P",94
2011,"QUE","KRP","MDE",22
2011,"QUE","KRP","DDE",3
2011,"QUE","LAW","B1P",164
2011,"QUE","LAW","MDE",7
2011,"QUE","LAW","DDE",1
2011,"QUE","MAT","B1P",51
2011,"QUE","MAT","MDE",14
2011,"QUE","MAT","DDE",8
2011,"QUE","MED","B1P",97
2011,"QUE","MED","MDE",46
2011,"QUE","MED","DDE",19
2011,"QUE","NUR","B1P",90
2011,"QUE","NUR","MDE",8
2011,"QUE","OHP","MDE",22
2011,"QUE","PSC","B1P",75
2011,"QUE","PSC","MDE",21
2011,"QUE","PSC","DDE",15
2011,"QUE","SSC","B1P",704
2011,"QUE","SSC","MDE",259
2011,"QUE","SSC","DDE",17
2011,"QUE","THE","B1P",4
2011,"QUE","THE","MDE",5
2011,"QUE","TRE","MDE",137
