"TaskCode","NOC","Skill","SkillLevel","EducationTrainingLevel"
"1904","1433","S3","L2","C/D"
"1905","1433","S3","L2","C/D"
"1906","1433","S13","L2","C/D"
"1907","1433","S9","L2","C/D"
"1908","1433","S10","L1","C/D"
"1909","1433","S12","L1","C/D"
"1910","1433","S13","L2","C/D"
"1911","1433","S5","L1","C/D"
"1912","1433","S14","L2","C/D"
"1913","1434","S7","L1","C/D"
"1914","1434","S13","L2","C/D"
"1915","1434","S7","L2","C/D"
"1916","1434","S9","L2","C/D"
"1917","1434","S10","L3","C/D"
"1918","1434","S11","L2","C/D"
"1919","1434","S13","L2","C/D"
"1920","1434","S10","L3","C/D"
"1921","1434","S11","L3","C/D"
"1922","1434","S13","L2","C/D"
"1923","1434","S14","L2","C/D"
"1924","1434","S14","L2","C/D"
"1925","1434","S8","L2","C/D"
"1926","1434","S6","L1","C/D"
"1927","1434","S8","L2","C/D"
"1928","1434","S10","L2","C/D"
"1929","1434","S13","L3","C/D"
"1930","1434","S14","L2","C/D"
"1931","1434","S9","L2","C/D"
"1738","1434","S11","L1","C/D"
"1932","1434","S1","L2","C/D"
"1933","1434","S3","L3","C/D"
"1934","1434","S8","L2","C/D"
"1935","1434","S10","L1","C/D"
"1237","1434","S12","L1","C/D"
"1936","1434","S3","L2","C/D"
"1937","1434","S4","L3","C/D"
"1938","1434","S14","L1","C/D"
"1939","1434","S5","L2","C/D"
"1940","1434","S12","L1","C/D"
"1941","1434","S12","L1","C/D"
"1942","1434","S6","L3","C/D"
"1943","1434","S2","L1","C/D"
"1944","1434","S2","L3","C/D"
"1945","1434","S9","L2","C/D"
"1946","1434","S12","L1","C/D"
"1947","1434","S14","L3","C/D"
"1948","1434","S13","L1","C/D"
"1949","1434","S6","L2","C/D"
"1950","1434","S8","L2","C/D"
"1951","1434","S14","L2","C/D"
"1952","1434","S12","L2",
"1953","1434","S12","L2",
"1954","1434","S12","L2",
"1955","1434","S12","L2",
"1956","1434","S12","L2",
"1957","1434","S12","L2",
"1958","1434","S12","L2",
"1785","1434","S12","L2",
"1959","1434","S12","L2",
"1960","1434","S12","L2",
"1961","1434","S12","L3",
"1962","1434","S15","L2",
"1963","1434","S15","L2",
"1778","1434","S15","L2",
"1964","1434","S15","L2",
"1965","1434","S15","L2",
"1966","1434","S10","L1",
"1967","1434","S10","L3",
"1968","1434","S10","L3",
"1969","1434","S10","L3",
"1970","1434","S13","L3",
"1971","1434","S14","L1",
"1972","1434","S11","L2",
"1973","1434","S1","L1",
"1974","1434","S7","L1",
"1975","1434","S8","L1",
"1976","1434","S8","L3",
"1977","1434","S8","L3",
"1978","1434","S8","L3",
"1979","1434","S3","L2",
"1980","1434","S3","L2",
"1981","1435","S9","L3","C/D"
"1982","1435","S10","L3","C/D"
"1983","1435","S11","L2","C/D"
"1984","1435","S14","L1","C/D"
"1985","1435","S12","L2","C/D"
"1986","1435","S8","L3","C/D"
"1987","1435","S9","L2","C/D"
"1988","1435","S14","L2","C/D"
"1989","1435","S13","L1","C/D"
"1990","1435","S2","L1","C/D"
"1991","1435","S9","L3","C/D"
"1992","1435","S2","L2","C/D"
"1993","1435","S10","L3","C/D"
"1994","1435","S14","L2","C/D"
"1995","1435","S6","L1","C/D"
"1996","1435","S10","L1","C/D"
"1997","1435","S14","L1","C/D"
"1998","1435","S14","L2","C/D"
"1999","1435","S3","L2","C/D"
"2000","1435","S11","L1","C/D"
"2001","1435","S13","L1","C/D"
"2002","1435","S2","L3","C/D"
"2003","1435","S1","L1","C/D"
"2004","1435","S8","L3","C/D"
"2005","1435","S8","L2","C/D"
"2006","1435","S4","L2","C/D"
"2007","1435","S10","L2","C/D"
"2008","1435","S11","L3","C/D"
"2009","1435","S8","L3","C/D"
"2010","1435","S13","L3","C/D"
"2011","1435","S8","L2","C/D"
"2012","1435","S8","L2","C/D"
"2013","1435","S9","L1","C/D"
"2014","1435","S7","L1","C/D"
"2015","1435","S3","L1","C/D"
"2016","1435","S3","L2","C/D"
"2017","1435","S13","L2","C/D"
"2018","1435","S8","L3","C/D"
"2019","1435","S10","L2","C/D"
"2020","1435","S12","L2","C/D"
"2021","1435","S2","L2","C/D"
"2022","1435","S8","L1","C/D"
"2023","1435","S12","L2","C/D"
"2024","1435","S14","L3","C/D"
"2025","1435","S13","L2","C/D"
"2026","1435","S13","L1","C/D"
"2027","1435","S6","L2","C/D"
"2028","1441","S13","L2","C/D"
"2029","1441","S13","L2","C/D"
"2030","1441","S14","L2","C/D"
"2031","1441","S7","L1","C/D"
"2032","1441","S9","L1","C/D"
"2033","1441","S10","L2","C/D"
"2034","1441","S11","L1","C/D"
"2035","1441","S3","L2","C/D"
"2036","1441","S13","L1","C/D"
"2037","1441","S2","L1","C/D"
"2038","1441","S13","L3","C/D"
"2039","1441","S13","L2","C/D"
"2040","1441","S9","L2","C/D"
"1237","1441","S12","L1","C/D"
"2041","1441","S10","L2","C/D"
"81","1441","S6","L2","C/D"
"2042","1441","S5","L1","C/D"
"2043","1441","S9","L2","C/D"
"2044","1441","S10","L1","C/D"
"2045","1441","S1","L1","C/D"
"2046","1441","S12","L2","C/D"
"2047","1441","S10","L2","C/D"
"2048","1441","S8","L1","C/D"
"2049","1441","S14","L3","C/D"
"2050","1441","S13","L1","C/D"
"2051","1441","S12","L1","C/D"
"2052","1441","S8","L2","C/D"
"2053","1441","S11","L1","C/D"
"2054","1441","S14","L1","C/D"
"2055","1441","S8","L1","C/D"
"2056","1441","S2","L2","C/D"
"2057","1441","S4","L2","C/D"
"2058","1441","S3","L2","C/D"
"2059","1441","S10","L1","C/D"
"2060","1441","S14","L1","C/D"
"2061","1441","S9","L2","C/D"
"2062","1441","S12","L1","C/D"
"2063","1441","S6","L1","C/D"
"1946","1441","S12","L1","C/D"
"2064","1441","S12","L1","C/D"
"2065","1441","S15","L2",
"1965","1441","S15","L2",
"2066","1441","S12","L2",
"2067","1441","S12","L2",
"2068","1441","S12","L2",
"2069","1441","S12","L2",
"2070","1441","S12","L2",
"2071","1441","S12","L2",
"1785","1441","S12","L2",
"2072","1441","S12","L2",
"2073","1441","S12","L3",
"2074","1441","S10","L3",
"2075","1441","S10","L3",
"2076","1441","S10","L3",
"1788","1441","S6","L3",
"2077","1441","S5","L1",
"2078","1441","S7","L1",
"1753","1441","S11","L2",
"2079","1441","S11","L2",
"2080","1441","S8","L2",
"2081","1441","S8","L2",
"2082","1441","S8","L3",
"2083","1441","S8","L3",
"2084","1441","S2","L2",
"2085","1441","S15","L2",
"2086","1441","S12","L2",
"2087","1442","S12","L2","C/D"
"2088","1442","S2","L2","C/D"
"2089","1442","S2","L1","C/D"
"2090","1442","S13","L1","C/D"
"2091","1442","S1","L1","C/D"
"2092","1442","S9","L3","C/D"
"2093","1442","S12","L3","C/D"
"2094","1442","S3","L2","C/D"
"2095","1442","S10","L3","C/D"
"2096","1442","S8","L2","C/D"
"2097","1442","S14","L2","C/D"
"2098","1442","S14","L2","C/D"
"2099","1442","S12","L3","C/D"
"2100","1442","S3","L1","C/D"
"2101","1442","S3","L2","C/D"
"2102","1442","S12","L2","C/D"
"2103","1442","S9","L2","C/D"
"2104","1442","S1","L3","C/D"
"2105","1442","S12","L2","C/D"
"2106","1442","S11","L1","C/D"
"2107","1442","S8","L2","C/D"
"2108","1442","S4","L3","C/D"
"2109","1442","S6","L2","C/D"
"2110","1442","S11","L4","C/D"
"2111","1442","S6","L3","C/D"
"2112","1442","S11","L3","C/D"
"2113","1442","S14","L3","C/D"
"2114","1442","S14","L2","C/D"
"2115","1442","S1","L2","C/D"
"2116","1442","S9","L2","C/D"
"2117","1442","S3","L2","C/D"
"2118","1442","S10","L2","C/D"
"2119","1442","S8","L1","C/D"
"2120","1442","S8","L2","C/D"
"2121","1442","S13","L1","C/D"
"2122","1442","S10","L3","C/D"
"2123","1442","S10","L4","C/D"
"2124","1442","S14","L1","C/D"
"2125","1442","S13","L2","C/D"
"2126","1442","S3","L3","C/D"
"2127","1442","S11","L2","C/D"
"2128","1442","S13","L3","C/D"
"2129","1442","S2","L2","C/D"
"2130","1442","S10","L1","C/D"
"2131","1442","S10","L4","C/D"
"2132","1442","S12","L2","C/D"
"2133","1442","S7","L3","C/D"
"2134","1442","S9","L1","C/D"
"2135","1442","S9","L2","C/D"
"2136","1442","S3","L3","C/D"
"2137","1442","S14","L1","C/D"
"2138","1442","S8","L1","C/D"
"2139","1442","S8","L3","C/D"
"2140","1442","S5","L1","C/D"
"2141","1442","S2","L3","C/D"
"2142","1442","S7","L2","C/D"
"2143","1442","S1","L2","C/D"
"2144","1442","S1","L4","C/D"
"2145","1442","S6","L1","C/D"
"2146","1442","S8","L2","C/D"
"2147","1442","S10","L3","C/D"
"2148","1442","S12","L2","C/D"
"2149","1442","S13","L2","C/D"
"2150","1443","S8","L1","C/D"
"2151","1443","S6","L1","C/D"
"2152","1443","S13","L2","C/D"
"2153","1443","S11","L3","C/D"
"2154","1443","S2","L1","C/D"
"2155","1443","S2","L3","C/D"
"2156","1443","S13","L2","C/D"
"2157","1443","S13","L1","C/D"
"2158","1443","S8","L2","C/D"
"2159","1443","S9","L1","C/D"
"2160","1443","S9","L1","C/D"
"2161","1443","S14","L3","C/D"
"2162","1443","S8","L2","C/D"
"2163","1443","S13","L2","C/D"
"2164","1443","S12","L1","C/D"
"2165","1443","S1","L1","C/D"
"2166","1443","S8","L2","C/D"
"2167","1443","S13","L1","C/D"
"2168","1443","S2","L3","C/D"
"2169","1443","S9","L2","C/D"
"2170","1443","S14","L1","C/D"
"2171","1443","S3","L1","C/D"
"2172","1443","S14","L2","C/D"
"2173","1443","S10","L2","C/D"
"2174","1443","S12","L1","C/D"
"2175","1443","S14","L1","C/D"
"2176","1443","S6","L1","C/D"
"2177","1443","S12","L2","C/D"
"2178","1443","S13","L2","C/D"
"2179","1443","S14","L2","C/D"
"2180","1443","S8","L2","C/D"
"2181","1443","S10","L2","C/D"
"2182","1443","S9","L3","C/D"
"2183","1443","S5","L1","C/D"
"2184","1443","S8","L2","C/D"
"2185","1443","S12","L2","C/D"
"2186","1443","S10","L2","C/D"
"2187","1443","S14","L3","C/D"
"2188","1443","S5","L1","C/D"
"2189","1443","S10","L4","C/D"
"2190","1443","S2","L2","C/D"
"2191","1443","S7","L2","C/D"
"2192","1443","S13","L2","C/D"
"2193","1443","S13","L3","C/D"
"2194","1443","S3","L1","C/D"
"2195","1443","S13","L2","C/D"
"2196","1443","S8","L3","C/D"
"2197","1443","S9","L2","C/D"
"2198","1443","S3","L2","C/D"
"2199","1443","S10","L3","C/D"
"2200","1443","S3","L2","C/D"
"2201","1443","S10","L5","C/D"
"2202","1443","S10","L3","C/D"
"2203","1443","S11","L1","C/D"
"2204","1443","S8","L2","C/D"
"2205","1443","S10","L2","C/D"
"2206","1443","S4","L2","C/D"
"2207","1451","S8","L1","C/D"
"2208","1451","S11","L1","C/D"
"2087","1451","S12","L2","C/D"
"2209","1451","S14","L1","C/D"
"2210","1451","S8","L1","C/D"
"2211","1451","S4","L1","C/D"
"2212","1451","S3","L1","C/D"
"2213","1451","S9","L2","C/D"
"2214","1451","S2","L2","C/D"
"2215","1451","S3","L1","C/D"
"2216","1451","S10","L2","C/D"
"2217","1451","S8","L2","C/D"
"2218","1451","S8","L3","C/D"
"2219","1451","S6","L2","C/D"
"2220","1451","S14","L2","C/D"
"2221","1451","S10","L3","C/D"
"2222","1451","S14","L1","C/D"
"2223","1451","S14","L2","C/D"
"2224","1451","S14","L2","C/D"
"2225","1451","S8","L1","C/D"
"2226","1451","S5","L1","C/D"
"2227","1451","S14","L1","C/D"
"2228","1451","S1","L2","C/D"
"2229","1451","S8","L1","C/D"
"2230","1451","S9","L2","C/D"
"2231","1451","S14","L1","C/D"
"2232","1451","S10","L1","C/D"
"2233","1451","S2","L1","C/D"
"2234","1451","S2","L1","C/D"
"2235","1451","S8","L2","C/D"
"2236","1451","S14","L2","C/D"
"2237","1451","S9","L2","C/D"
"2238","1451","S9","L1","C/D"
"2239","1451","S2","L2","C/D"
"2240","1451","S3","L2","C/D"
"2241","1451","S13","L2","C/D"
"2242","1451","S13","L2","C/D"
"2243","1451","S2","L2","C/D"
"2244","1451","S13","L2","C/D"
"2245","1451","S8","L2","C/D"
"2246","1451","S2","L2","C/D"
"2247","1451","S2","L1","C/D"
"2248","1451","S12","L2","C/D"
"2249","1451","S11","L1","C/D"
"2250","1451","S13","L1","C/D"
"2251","1451","S2","L1","C/D"
"2252","1451","S6","L1","C/D"
"2253","1451","S5","L1","C/D"
"2254","1451","S13","L2","C/D"
"2255","1451","S13","L2","C/D"
"2256","1451","S8","L2","C/D"
"2257","1451","S12","L2","C/D"
"2258","1451","S14","L1","C/D"
"2259","1451","S8","L1","C/D"
"2260","1451","S12","L2","C/D"
"2261","1451","S10","L3","C/D"
"2262","1451","S10","L1","C/D"
"2263","1451","S13","L2","C/D"
"2264","1451","S4","L2","C/D"
"2265","1451","S3","L1","C/D"
"2266","1451","S5","L1","C/D"
"2267","1451","S7","L1","C/D"
"2268","1451","S1","L1","C/D"
"2269","1451","S13","L2","C/D"
"2270","1451","S10","L1","C/D"
"2271","1451","S8","L2","C/D"
"2272","1451","S13","L2","C/D"
"2273","1451","S10","L3","C/D"
"2274","1451","S13","L1","C/D"
"2275","1452","S5","L1","C/D"
"2276","1452","S13","L2","C/D"
"2277","1452","S14","L2","C/D"
"2278","1452","S3","L3","C/D"
"2279","1452","S8","L1","C/D"
"2280","1452","S10","L2","C/D"
"2281","1452","S4","L3","C/D"
"2282","1452","S12","L3","C/D"
"2283","1452","S8","L2","C/D"
"2284","1452","S14","L2","C/D"
"2285","1452","S8","L3","C/D"
"2286","1452","S12","L3","C/D"
"2287","1452","S13","L3","C/D"
"2288","1452","S13","L2","C/D"
"2289","1452","S13","L3","C/D"
"2290","1452","S13","L3","C/D"
"2291","1452","S8","L2","C/D"
"2292","1452","S2","L3","C/D"
"2293","1452","S14","L2","C/D"
"2294","1452","S8","L2","C/D"
"2295","1452","S10","L3","C/D"
"2296","1452","S4","L3","C/D"
"2297","1452","S5","L2","C/D"
"2298","1452","S12","L2","C/D"
"2299","1452","S10","L3","C/D"
"2300","1452","S13","L1","C/D"
"2301","1452","S4","L3","C/D"
"2302","1452","S10","L2","C/D"
"2303","1452","S13","L2","C/D"
"2304","1452","S3","L1","C/D"
"2305","1452","S7","L1","C/D"
"2306","1452","S14","L2","C/D"
"2307","1452","S13","L1","C/D"
"2308","1452","S14","L4","C/D"
"2309","1452","S13","L2","C/D"
"2310","1452","S2","L2","C/D"
"2311","1452","S10","L3","C/D"
"2312","1452","S14","L1","C/D"
"2313","1452","S3","L2","C/D"
"2314","1452","S9","L3","C/D"
"2315","1452","S8","L2","C/D"
"2316","1452","S11","L1","C/D"
"2317","1452","S12","L3","C/D"
"2318","1452","S13","L2","C/D"
"2319","1452","S9","L1","C/D"
"2320","1452","S9","L1","C/D"
"2321","1452","S2","L2","C/D"
"2322","1452","S10","L3","C/D"
"2323","1452","S14","L3","C/D"
"2324","1452","S9","L2","C/D"
"2325","1452","S1","L2","C/D"
"2326","1452","S2","L2","C/D"
"2327","1452","S10","L2","C/D"
"2328","1452","S12","L2","C/D"
"2329","1452","S2","L1","C/D"
"2330","1452","S14","L4","C/D"
"2331","1452","S11","L2","C/D"
"2332","1452","S6","L3","C/D"
"2333","1452","S14","L2","C/D"
"2334","1452","S6","L1","C/D"
"309","1452","S12","L2","C/D"
"2335","1453","S10","L3","C/D"
"2336","1453","S10","L2","C/D"
"2337","1453","S13","L1","C/D"
"2338","1453","S1","L3","C/D"
"2339","1453","S9","L2","C/D"
"2340","1453","S9","L3","C/D"
"2341","1453","S8","L2","C/D"
"2342","1453","S13","L2","C/D"
"2343","1453","S6","L1","C/D"
"2344","1453","S14","L2","C/D"
"2345","1453","S14","L1","C/D"
"2346","1453","S8","L1","C/D"
"2347","1453","S2","L2","C/D"
"2348","1453","S4","L1","C/D"
"2349","1453","S7","L1","C/D"
"2350","1453","S10","L3","C/D"
"2351","1453","S8","L1","C/D"
"2352","1453","S8","L2","C/D"
"2353","1453","S14","L2","C/D"
"2354","1453","S8","L2","C/D"
"2355","1453","S3","L1","C/D"
"2356","1453","S11","L2","C/D"
"2357","1453","S9","L2","C/D"
"2358","1453","S2","L1","C/D"
"2359","1453","S2","L2","C/D"
"2360","1453","S12","L2","C/D"
"2361","1453","S13","L2","C/D"
"2362","1453","S12","L2","C/D"
"2363","1453","S10","L1","C/D"
"2364","1453","S3","L2","C/D"
"2365","1453","S2","L1","C/D"
"2366","1453","S3","L2","C/D"
"2367","1453","S13","L2","C/D"
"2368","1453","S3","L1","C/D"
"2369","1453","S13","L1","C/D"
"2370","1453","S10","L3","C/D"
"2371","1453","S5","L2","C/D"
"2372","1453","S12","L2","C/D"
"2373","1453","S12","L1","C/D"
"2374","1453","S14","L1","C/D"
"2375","1453","S9","L1","C/D"
"2376","1453","S13","L3","C/D"
"2377","1453","S14","L1","C/D"
"2378","1453","S13","L2","C/D"
"2379","1453","S10","L2","C/D"
"2380","1453","S7","L2","C/D"
"2381","1453","S1","L2","C/D"
"2382","1453","S10","L1","C/D"
"2383","1453","S6","L3","C/D"
"2384","1453","S13","L2","C/D"
"2385","1453","S13","L2","C/D"
"2386","1453","S13","L2","C/D"
"2387","1453","S2","L2","C/D"
"2388","1453","S14","L2","C/D"
"2389","1453","S8","L2","C/D"
"2390","1453","S5","L1","C/D"
"2391","1454","S5","L1","C/D"
"2392","1454","S13","L3","C/D"
"2393","1454","S2","L1","C/D"
"2394","1454","S14","L3","C/D"
"2395","1454","S2","L2","C/D"
"2396","1454","S8","L1","C/D"
"2397","1454","S12","L2","C/D"
"2398","1454","S13","L1","C/D"
"2399","1454","S7","L2","C/D"
"2400","1454","S9","L1","C/D"
"2401","1454","S14","L2","C/D"
"2402","1454","S9","L2","C/D"
"2403","1454","S12","L2","C/D"
"2404","1454","S8","L2","C/D"
"2405","1454","S4","L2","C/D"
"2406","1454","S7","L1","C/D"
"2407","1454","S8","L1","C/D"
"2408","1454","S12","L3","C/D"
"2409","1454","S10","L1","C/D"
"2410","1454","S13","L1","C/D"
"2411","1454","S13","L1","C/D"
"2412","1454","S9","L2","C/D"
"2413","1454","S2","L2","C/D"
"2414","1454","S10","L2","C/D"
"2415","1454","S8","L2","C/D"
"2416","1454","S1","L2","C/D"
"2417","1454","S1","L1","C/D"
"2418","1454","S13","L1","C/D"
"2419","1454","S3","L1","C/D"
"2420","1454","S8","L2","C/D"
"2421","1454","S10","L1","C/D"
"2422","1454","S13","L2","C/D"
"2423","1454","S14","L1","C/D"
"2424","1454","S11","L2","C/D"
"2425","1454","S10","L3","C/D"
"2426","1454","S12","L1","C/D"
"2427","1454","S14","L2","C/D"
"2428","1454","S9","L1","C/D"
"2429","1454","S12","L3","C/D"
"2430","1454","S7","L3","C/D"
"2431","1454","S14","L2","C/D"
"2432","1454","S13","L2","C/D"
"2433","1454","S6","L1","C/D"
"2434","1454","S12","L2","C/D"
"2435","1454","S8","L2","C/D"
"2436","1454","S1","L1","C/D"
"2437","1454","S3","L1","C/D"
"2438","1454","S14","L2","C/D"
"2439","1454","S3","L2","C/D"
"2440","1454","S10","L2","C/D"
"2441","1454","S10","L2","C/D"
"2442","1454","S9","L3","C/D"
"2443","1454","S10","L1","C/D"
"2444","1454","S8","L2","C/D"
"2445","1454","S12","L2","C/D"
"2446","1454","S9","L2","C/D"
"2447","1454","S12","L3","C/D"
"2448","1454","S8","L2","C/D"
"2449","1454","S2","L2","C/D"
"2450","1454","S5","L2","C/D"
"2451","1461","S13","L2","C/D"
"2452","1461","S2","L2","C/D"
"2453","1461","S13","L2","C/D"
"2454","1461","S14","L1","C/D"
"2455","1461","S13","L1","C/D"
"2456","1461","S8","L2","C/D"
"2457","1461","S10","L2","C/D"
"2458","1461","S13","L1","C/D"
"2459","1461","S7","L2","C/D"
"2460","1461","S10","L3","C/D"
"2461","1461","S8","L1","C/D"
"2462","1461","S8","L1","C/D"
"2463","1461","S8","L1","C/D"
"2464","1461","S8","L1","C/D"
"2465","1461","S2","L2","C/D"
"2466","1461","S3","L1","C/D"
"2467","1461","S13","L1","C/D"
"2468","1461","S11","L2","C/D"
"2469","1461","S11","L2","C/D"
"2470","1461","S13","L3","C/D"
"2471","1461","S8","L1","C/D"
"2472","1461","S10","L3","C/D"
"2473","1461","S12","L2","C/D"
"2474","1461","S5","L1","C/D"
"2475","1461","S8","L1","C/D"
"2476","1461","S2","L2","C/D"
"2477","1461","S9","L2","C/D"
"2478","1461","S14","L2","C/D"
"2479","1461","S13","L2","C/D"
"2480","1461","S9","L2","C/D"
"2481","1461","S13","L2","C/D"
"2482","1461","S13","L1","C/D"
"2483","1461","S9","L2","C/D"
"2484","1461","S3","L1","C/D"
"2485","1461","S6","L2","C/D"
"2486","1461","S9","L1","C/D"
"2487","1461","S3","L2","C/D"
"2488","1461","S8","L2","C/D"
"2489","1461","S2","L2","C/D"
"2490","1461","S4","L1","C/D"
"2491","1461","S13","L2","C/D"
"2492","1461","S13","L1","C/D"
"2493","1461","S8","L1","C/D"
"2494","1461","S3","L1","C/D"
"2495","1461","S3","L2","C/D"
"2496","1461","S13","L1","C/D"
"2497","1461","S10","L2","C/D"
"2498","1461","S8","L1","C/D"
"2499","1461","S14","L2","C/D"
"2500","1461","S14","L1","C/D"
"2501","1461","S6","L1","C/D"
"2502","1461","S10","L2","C/D"
"2503","1461","S6","L1","C/D"
"2504","1461","S13","L1","C/D"
"2505","1461","S14","L2","C/D"
"2506","1461","S13","L2","C/D"
"2507","1461","S13","L2","C/D"
"2508","1461","S12","L1","C/D"
"2509","1461","S9","L2","C/D"
"2510","1461","S13","L1","C/D"
"2511","1461","S9","L2","C/D"
"2512","1462","S3","L2","C/D"
"2513","1462","S2","L1","C/D"
"2514","1462","S5","L1","C/D"
"2515","1462","S2","L2","C/D"
"2516","1462","S2","L1","C/D"
"2517","1462","S6","L2","C/D"
"2518","1462","S3","L1","C/D"
"2519","1462","S7","L1","C/D"
"2520","1462","S10","L3","C/D"
"2521","1462","S13","L1","C/D"
"2522","1462","S13","L1","C/D"
"2523","1462","S14","L1","C/D"
"2524","1462","S5","L2","C/D"
"2525","1462","S13","L2","C/D"
"2526","1462","S14","L1","C/D"
"2527","1462","S10","L2","C/D"
"2528","1462","S8","L2","C/D"
"2529","1462","S3","L1","C/D"
"2530","1462","S8","L1","C/D"
"2531","1462","S13","L1","C/D"
"2532","1462","S13","L1","C/D"
"2533","1462","S14","L1","C/D"
"2534","1462","S8","L2","C/D"
"2535","1462","S5","L1","C/D"
"2536","1462","S14","L1","C/D"
"2537","1462","S8","L1","C/D"
"2538","1462","S4","L2","C/D"
"2539","1462","S13","L2","C/D"
"2540","1462","S3","L1","C/D"
"2541","1462","S2","L1","C/D"
"2542","1462","S9","L2","C/D"
"2543","1462","S8","L2","C/D"
"2544","1462","S9","L2","C/D"
"2545","1462","S13","L1","C/D"
"2546","1462","S9","L1","C/D"
"2547","1462","S14","L1","C/D"
"2548","1462","S8","L2","C/D"
"2549","1462","S6","L1","C/D"
"2550","1462","S13","L2","C/D"
"2551","1462","S10","L3","C/D"
"2552","1462","S13","L1","C/D"
"2553","1462","S9","L2","C/D"
"2554","1462","S11","L1","C/D"
"2555","1462","S7","L2","C/D"
"2556","1462","S8","L2","C/D"
"2557","1462","S13","L2","C/D"
"2558","1462","S10","L1","C/D"
"2559","1462","S13","L1","C/D"
"2560","1462","S13","L1","C/D"
"2561","1462","S10","L2","C/D"
"2562","1462","S10","L3","C/D"
"2563","1462","S11","L2","C/D"
"2564","1462","S13","L2","C/D"
"2565","1462","S14","L2","C/D"
"2566","1463","S2","L2","C/D"
"2567","1463","S13","L1","C/D"
"2568","1463","S3","L1","C/D"
"2569","1463","S5","L1","C/D"
"2570","1463","S7","L1","C/D"
"2571","1463","S6","L3","C/D"
"2572","1463","S8","L1","C/D"
"2481","1463","S13","L2","C/D"
"2573","1463","S13","L1","C/D"
"2574","1463","S5","L1","C/D"
"2575","1463","S3","L1","C/D"
"2576","1463","S8","L1","C/D"
"2577","1463","S6","L1","C/D"
"2578","1463","S2","L1","C/D"
"2579","1463","S5","L1","C/D"
"2580","1463","S11","L1","C/D"
"2581","1463","S3","L2","C/D"
"2582","1463","S11","L2","C/D"
"2583","1463","S3","L2","C/D"
"2584","1463","S7","L2","C/D"
"2585","1463","S10","L2","C/D"
"2586","1463","S14","L1","C/D"
"2587","1463","S14","L1","C/D"
"2588","1463","S10","L1","C/D"
"2589","1463","S13","L2","C/D"
"2590","1463","S8","L2","C/D"
"2591","1463","S14","L1","C/D"
"2592","1463","S13","L2","C/D"
"2593","1463","S2","L1","C/D"
"2594","1463","S13","L2","C/D"
"2595","1463","S2","L2","C/D"
"2596","1463","S8","L1","C/D"
"2597","1463","S10","L2","C/D"
"2598","1463","S14","L1","C/D"
"2599","1463","S13","L2","C/D"
"2600","1463","S7","L2","C/D"
"2601","1463","S6","L2","C/D"
"2602","1463","S13","L2","C/D"
"2603","1463","S13","L2","C/D"
"2604","1463","S11","L1","C/D"
"2605","1463","S8","L1","C/D"
"2606","1463","S8","L2","C/D"
"2607","1463","S12","L2","C/D"
"2608","1463","S13","L1","C/D"
"2609","1463","S2","L2","C/D"
"2610","1463","S9","L1","C/D"
"2611","1463","S13","L2","C/D"
"2612","1463","S13","L1","C/D"
"2613","1463","S4","L2","C/D"
"2614","1463","S10","L1","C/D"
"2615","1463","S8","L1","C/D"
"2616","1463","S5","L2","C/D"
"2617","1463","S9","L2","C/D"
"2618","1463","S3","L2","C/D"
"2619","1463","S9","L1","C/D"
"2620","1463","S14","L1","C/D"
"2621","1463","S9","L1","C/D"
"2622","1463","S12","L1","C/D"
"2623","1463","S8","L2","C/D"
"2624","1463","S8","L1","C/D"
"2625","1463","S9","L2","C/D"
"2626","1471","S8","L1","C/D"
"2627","1471","S4","L3","C/D"
"2628","1471","S7","L2","C/D"
"2629","1471","S6","L3","C/D"
"2630","1471","S2","L2","C/D"
"2631","1471","S12","L2","C/D"
"2632","1471","S10","L1","C/D"
"2633","1471","S14","L1","C/D"
"2634","1471","S12","L2","C/D"
"2635","1471","S2","L1","C/D"
"2636","1471","S2","L2","C/D"
"2637","1471","S2","L1","C/D"
"2638","1471","S14","L2","C/D"
"2639","1471","S14","L1","C/D"
"2640","1471","S13","L2","C/D"
"2641","1471","S7","L1","C/D"
"2642","1471","S10","L2","C/D"
"2643","1471","S9","L2","C/D"
"2644","1471","S12","L2","C/D"
"2645","1471","S13","L1","C/D"
"2646","1471","S6","L2","C/D"
"2647","1471","S3","L2","C/D"
"2648","1471","S6","L1","C/D"
"2649","1471","S9","L1","C/D"
"2650","1471","S5","L1","C/D"
"2651","1471","S8","L1","C/D"
"2652","1471","S13","L1","C/D"
"2653","1471","S14","L1","C/D"
"2654","1471","S10","L3","C/D"
"2655","1471","S13","L2","C/D"
"2656","1471","S9","L2","C/D"
"2657","1471","S2","L2","C/D"
"2658","1471","S8","L1","C/D"
"2659","1471","S13","L2","C/D"
"2660","1471","S14","L1","C/D"
"2661","1471","S10","L1","C/D"
"2662","1471","S8","L1","C/D"
"2663","1471","S9","L2","C/D"
"2664","1471","S5","L2","C/D"
"2665","1471","S13","L1","C/D"
"2666","1471","S8","L2","C/D"
"2667","1471","S3","L1","C/D"
"2668","1471","S13","L1","C/D"
"2669","1471","S2","L3","C/D"
"2670","1471","S5","L2","C/D"
"2671","1471","S13","L2","C/D"
"2672","1471","S13","L2","C/D"
"2673","1471","S14","L1","C/D"
"2674","1471","S5","L2","C/D"
"2675","1471","S8","L2","C/D"
"2676","1471","S11","L1","C/D"
"2677","1471","S8","L2","C/D"
