"University","Program","MaxEnrolment","ProgramType","MinGradeAvg","Specialization","Recommended","PrerequisiteGroup","PrerequisitePicks","PrerequisiteCodes"
"LTB","ADU","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","ACX","Open","Reg","70","All",,1,1,"4U English"
"LTB","ACX","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","ADP","Open","Reg","70","All",,1,3,"4U English"
"LTB","ADP","Open","Reg","70","All",,1,3,"MHF4U"
"LTB","ADP","Open","Reg","70","All",,1,3,"SCH4U"
"LTB","ADP","Open","Reg","70","All",,2,1,"SBI4U"
"LTB","ADP","Open","Reg","70","All",,2,1,"SPH4UMCV4U"
"LTB","ADP","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","ADP","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","ADN","Open","Reg","70","All",,1,2,"4U English"
"LTB","ADN","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"SES4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","ADN","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","ADN","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","ADT","Open","Reg","70","All",,1,1,"4U English"
"LTB","ADT","Open","Reg","70","All",,2,1,"4U Math"
"LTB","ADT","Open","Reg","70","All",,2,1,"4U Science"
"LTB","ADT","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AAE","Open","Reg","70","All",,1,1,"4U English"
"LTB","AAE","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AAF","Open","Reg","70","All",,1,1,"4U English"
"LTB","AAF","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AEB","Open","Reg","70","All",,1,2,"4U English"
"LTB","AEB","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AEB","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AEB","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AEC","Open","Reg","70","All",,1,2,"4U English"
"LTB","AEC","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AEC","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AEC","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AEC","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AEC","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AEC","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AEC","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AED","Open","Reg","70","All",,1,2,"4U English"
"LTB","AED","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AED","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AED","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AED","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AED","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AED","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AED","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AEJ","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEJ","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AEN","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEN","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AEO","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEO","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AEE","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEE","Open","Reg","70","All",,2,2,"MHF4U"
"LTB","AEE","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AEE","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AEE","Open","Reg","70","All",,3,1,"SBI4U"
"LTB","AEE","Open","Reg","70","All",,3,1,"SCH4U"
"LTB","AEE","Open","Reg","70","All",,3,1,"SES4U"
"LTB","AEE","Open","Reg","70","All",,3,1,"SPH4U"
"LTB","AEE","Open","Reg","70","All",,4,2,"Other 4U/M"
"LTB","AEG","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEG","Open","Reg","70","All",,2,3,"MHF4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"SBI4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"SCH4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"SPH4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"SES4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"MCV4U"
"LTB","AEG","Open","Reg","70","All",,2,3,"MDM4U"
"LTB","AEG","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AEI","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEI","Open","Reg","70","All",,2,3,"MHF4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"SBI4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"SCH4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"SPH4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"SES4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"MCV4U"
"LTB","AEI","Open","Reg","70","All",,2,3,"MDM4U"
"LTB","AEI","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,1,2,"4U English"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,1,2,"MHF4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"SBI4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"SCH4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"SPH4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"SES4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"MCV4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,2,2,"MDM4U"
"LTB","AEA","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AEX","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEX","Open","Reg","70","All",,2,1,"4U French"
"LTB","AEX","Open","Reg","70","All",,3,4,"Other 4U/M"
"LTB","AFN","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFN","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFN","Open","Reg","70","All",,3,1,"Portfolio"
"LTB","AFE","Open","Reg","70","All",,1,2,"4U English"
"LTB","AFE","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AFE","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AFE","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AFE","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AKD","Open","Reg","70","All",,1,1,"4U English"
"LTB","AKD","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AXI","Open","Reg/Coop","70","All",,1,1,"4U English"
"LTB","AXI","Open","Reg/Coop","70","All",,2,3,"MHF4U"
"LTB","AXI","Open","Reg/Coop","70","All",,2,3,"SPH4U"
"LTB","AXI","Open","Reg/Coop","70","All",,2,3,"SCH4U"
"LTB","AXI","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AGB","Open","Reg/Coop","70","All",,1,2,"4U English"
"LTB","AGB","Open","Reg/Coop","70","All",,1,2,"MHF4U"
"LTB","AGB","Open","Reg/Coop","70","All",,2,1,"MCV4U"
"LTB","AGB","Open","Reg/Coop","70","All",,2,1,"MDM4U"
"LTB","AGB","Open","Reg/Coop","70","All",,2,1,"ICS4U"
"LTB","AGB","Open","Reg/Coop","70","All",,3,3,"Other 4U/M"
"LTB","AXA","Open","Reg/Coop/Int","70","All",,1,1,"4U English"
"LTB","AXA","Open","Reg/Coop/Int","70","All",,2,3,"MHF4U"
"LTB","AXA","Open","Reg/Coop/Int","70","All",,2,3,"SPH4U"
"LTB","AXA","Open","Reg/Coop/Int","70","All",,2,3,"SCH4U"
"LTB","AXA","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AXF","Open","Reg/Coop","70","All",,1,1,"4U English"
"LTB","AXF","Open","Reg/Coop","70","All",,2,3,"MHF4U"
"LTB","AXF","Open","Reg/Coop","70","All",,2,3,"SPH4U"
"LTB","AXF","Open","Reg/Coop","70","All",,2,3,"SCH4U"
"LTB","AXF","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AG","Open","Reg","70","All",,1,2,"4U English"
"LTB","AG","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AG","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AG","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AG","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AG","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AG","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AG","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AG","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AXD","Open","Reg/Coop/Int","70","All",,1,1,"4U English"
"LTB","AXD","Open","Reg/Coop/Int","70","All",,2,3,"MHF4U"
"LTB","AXD","Open","Reg/Coop/Int","70","All",,2,3,"SPH4U"
"LTB","AXD","Open","Reg/Coop/Int","70","All",,2,3,"SCH4U"
"LTB","AXD","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AXJ","Open","Reg/Coop/Int","70","All",,1,1,"4U English"
"LTB","AXJ","Open","Reg/Coop/Int","70","All",,2,3,"MHF4U"
"LTB","AXJ","Open","Reg/Coop/Int","70","All",,2,3,"SPH4U"
"LTB","AXJ","Open","Reg/Coop/Int","70","All",,2,3,"SCH4U"
"LTB","AXJ","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AGK","Open","Reg/Coop","70","All",,1,2,"4U English"
"LTB","AGK","Open","Reg/Coop","70","All",,1,2,"MHF4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"SBI4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"SCH4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"SPH4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"SES4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"MCV4U"
"LTB","AGK","Open","Reg/Coop","70","All",,2,2,"MDM4U"
"LTB","AGK","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AGF","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGF","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AGF","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AGF","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AN",115,"Reg","75+","All",,1,3,"4U English"
"LTB","AN",115,"Reg","75+","All",,1,3,"SBI4U"
"LTB","AN",115,"Reg","75+","All",,1,3,"SCH4U"
"LTB","AN",115,"Reg","75+","All",,2,1,"4U Math"
"LTB","AN",115,"Reg","75+","All",,3,2,"Other 4U/M"
"LTB","AGA","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGA","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AGA","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AGA","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AX","Open","Reg/Coop","70","All",,1,1,"4U English"
"LTB","AX","Open","Reg/Coop","70","All",,2,3,"MHF4U"
"LTB","AX","Open","Reg/Coop","70","All",,2,3,"SPH4U"
"LTB","AX","Open","Reg/Coop","70","All",,2,3,"SCH4U"
"LTB","AX","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AF","Open","Reg","70","All",,1,1,"4U English"
"LTB","AF","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AET","Open","Reg","70","All",,1,1,"4U English"
"LTB","AET","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","ANC",85,"Reg","80","All",,1,3,"4U English"
"LTB","ANC",85,"Reg","80","All",,1,3,"SBI4U"
"LTB","ANC",85,"Reg","80","All",,1,3,"SCH4U"
"LTB","ANC",85,"Reg","80","All",,2,1,"4U Math"
"LTB","ANC",85,"Reg","80","All",,3,2,"Other 4U/M"
"LTB","AGG","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGG","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGG","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AGG","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AGG","Open","Reg","70","All",,3,1,"MCV4U"
"LTB","AGG","Open","Reg","70","All",,3,1,"MDM4U"
"LTB","AGG","Open","Reg","70","All",,3,1,"SBI4U"
"LTB","AGG","Open","Reg","70","All",,3,1,"SCH4U"
"LTB","AGG","Open","Reg","70","All",,3,1,"SPH4U"
"LTB","AGG","Open","Reg","70","All",,4,2,"Other 4U/M"
"LTB","AEU","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEU","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AEU","Open","Reg","70","All",,3,4,"Other 4U/M"
"LTB","AEW","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEW","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFA","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFA","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFB","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFB","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGC","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGC","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AGC","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AGC","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AEV","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEV","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AEV","Open","Reg","70","All",,3,4,"Other 4U/M"
"LTB","AEY","Open","Reg","70","All",,1,1,"4U English"
"LTB","AEY","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFD","Open","Reg","70","All",,1,2,"4U English"
"LTB","AFD","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AFD","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AFD","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AFD","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AFF","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFF","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFG","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFG","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFH","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFH","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFL","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFL","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AXG","Open","Reg/Coop/Int","70","All",,1,1,"4U English"
"LTB","AXG","Open","Reg/Coop/Int","70","All",,2,3,"MHF4U"
"LTB","AXG","Open","Reg/Coop/Int","70","All",,2,3,"SPH4U"
"LTB","AXG","Open","Reg/Coop/Int","70","All",,2,3,"SCH4U"
"LTB","AXG","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AFC","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFC","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AFJ","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFJ","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGL","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGL","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGL","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AGL","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AGL","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AGL","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AGL","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AGL","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AFK","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFK","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGH","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGH","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGH","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AGH","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AGH","Open","Reg","70","All",,3,1,"MCV4U"
"LTB","AGH","Open","Reg","70","All",,3,1,"MDM4U"
"LTB","AGH","Open","Reg","70","All",,3,1,"SBI4U"
"LTB","AGH","Open","Reg","70","All",,3,1,"SCH4U"
"LTB","AGH","Open","Reg","70","All",,3,1,"SPH4U"
"LTB","AGH","Open","Reg","70","All",,4,2,"Other 4U/M"
"LTB","AGI","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGI","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AGI","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AGI","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AXL","Open","Reg/Coop","70","All",,1,1,"4U English"
"LTB","AXL","Open","Reg/Coop","70","All",,2,3,"MHF4U"
"LTB","AXL","Open","Reg/Coop","70","All",,2,3,"SPH4U"
"LTB","AXL","Open","Reg/Coop","70","All",,2,3,"SCH4U"
"LTB","AXL","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AXM","Open","Reg/Coop/Int","70","All",,1,1,"4U English"
"LTB","AXM","Open","Reg/Coop/Int","70","All",,2,3,"MHF4U"
"LTB","AXM","Open","Reg/Coop/Int","70","All",,2,3,"SPH4U"
"LTB","AXM","Open","Reg/Coop/Int","70","All",,2,3,"SCH4U"
"LTB","AXM","Open","Reg/Coop/Int","70","All",,3,2,"Other 4U/M"
"LTB","AGD","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGD","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AGD","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AGD","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AGE","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGE","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AGE","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AGE","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AFO","Open","Reg","70","All",,1,1,"4U English"
"LTB","AFO","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AXC","Open","Reg/Coop","70","All",,1,1,"4U English"
"LTB","AXC","Open","Reg/Coop","70","All",,2,3,"MHF4U"
"LTB","AXC","Open","Reg/Coop","70","All",,2,3,"SPH4U"
"LTB","AXC","Open","Reg/Coop","70","All",,2,3,"SCH4U"
"LTB","AXC","Open","Reg/Coop","70","All",,3,2,"Other 4U/M"
"LTB","AKC","Open","Reg","70","All",,1,1,"4U English"
"LTB","AKC","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AIF","Open","Reg","70","All",,1,2,"4U English"
"LTB","AIF","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AIF","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AIF","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AHR","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHR","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AHR","Open","Reg","70","All",,3,2,"SCH4U"
"LTB","AHR","Open","Reg","70","All",,3,2,"SBI4U"
"LTB","AHR","Open","Reg","70","All",,3,2,"SPH4U"
"LTB","AHR","Open","Reg","70","All",,3,2,"PSK4U;"
"LTB","AHR","Open","Reg","70","All",,4,2,"Other 4U/M"
"LTB","AHH","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHH","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGV","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGV","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AI","Open","Reg","70","All",,1,1,"4U English"
"LTB","AI","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AI","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AI","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AIA","Open","Reg","70","All",,1,2,"4U English"
"LTB","AIA","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AIA","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AIA","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AHV","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHV","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"SCH4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"SPH4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"SES4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"MCV4U"
"LTB","AHV","Open","Reg","70","All",,2,2,"MDM4U"
"LTB","AHV","Open","Reg","70","All",,3,2,"Other 4U/M"
"LTB","AMN","Open","Reg","70","All",,1,2,"4U English"
"LTB","AMN","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AMN","Open","Reg","70","All",,2,4,"Other 4U/M"
"LTB","AHB","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHB","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHE","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHE","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGT","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGT","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AIK","Open","Reg","70","All",,1,1,"4U English"
"LTB","AIK","Open","Reg","70","All",,2,1,"4U Math"
"LTB","AIK","Open","Reg","70","All",,2,1,"4U Science"
"LTB","AIK","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AGX","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGX","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHQ","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHQ","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","ALT","Open","Reg","75+","All",,1,1,"4U English"
"LTB","ALT","Open","Reg","75+","All",,2,1,"4U Math"
"LTB","ALT","Open","Reg","75+","All",,3,2,"SCH4U"
"LTB","ALT","Open","Reg","75+","All",,3,2,"SBI4U"
"LTB","ALT","Open","Reg","75+","All",,3,2,"SPH4U"
"LTB","ALT","Open","Reg","75+","All",,3,2,"PSK4U;"
"LTB","ALT","Open","Reg","75+","All",,4,2,"Other 4U/M"
"LTB","ALS","Open","Reg","75+","All",,1,1,"4U English"
"LTB","ALS","Open","Reg","75+","All",,2,1,"4U Math"
"LTB","ALS","Open","Reg","75+","All",,3,2,"SCH4U"
"LTB","ALS","Open","Reg","75+","All",,3,2,"SBI4U"
"LTB","ALS","Open","Reg","75+","All",,3,2,"SPH4U"
"LTB","ALS","Open","Reg","75+","All",,3,2,"PSK4U;"
"LTB","ALS","Open","Reg","75+","All",,4,2,"Other 4U/M"
"LTB","AGR","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGR","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGS","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGS","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AGS","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AGS","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AGS","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AGW","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGW","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGZ","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGZ","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHA","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHA","Open","Reg","70","All",,1,2,"4U French"
"LTB","AHA","Open","Reg","70","All",,2,4,"Other 4U/M"
"LTB","AH","Open","Reg","70","All",,1,1,"4U English"
"LTB","AH","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGO","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGO","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGP","Open","Reg","70","All",,1,2,"4U English"
"LTB","AGP","Open","Reg","70","All",,1,2,"4U French"
"LTB","AGP","Open","Reg","70","All",,2,4,"Other 4U/M"
"LTB","AHD","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHD","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AGQ","Open","Reg","70","All",,1,1,"4U English"
"LTB","AGQ","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHF","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHF","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AHF","Open","Reg","70","All",,2,1,"MCV4U"
"LTB","AHF","Open","Reg","70","All",,2,1,"MDM4U"
"LTB","AHF","Open","Reg","70","All",,3,3,"Other 4U/M"
"LTB","AHG","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHG","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHC","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHC","Open","Reg","70","All",,1,2,"4U French"
"LTB","AHC","Open","Reg","70","All",,2,4,"Other 4U/M"
"LTB","AHP","Open","Reg","70","All",,1,1,"4U English"
"LTB","AHP","Open","Reg","70","All",,2,5,"Other 4U/M"
"LTB","AHO","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHO","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AHO","Open","Reg","70","All",,2,4,"Other 4U/M"
"LTB","AHX","Open","Reg","70","All",,1,2,"4U English"
"LTB","AHX","Open","Reg","70","All",,1,2,"MHF4U"
"LTB","AHX","Open","Reg","70","All",,2,2,"SBI4U"
"LTB","AHX","Open","Reg","70","All",,2,2,"SCH4U"
